outlet_name,postal_code,outlet_type,group1_wins,group2_wins,combined_wins,source,latitude,longitude,onemap_address,planning_area,region,geocode_status,res_area_500m,com_area_500m,mixed_area_500m,inst_area_500m,open_area_500m,hdb_blocks_500m,rc_ratio_500m,res_area_1000m,com_area_1000m,mixed_area_1000m,inst_area_1000m,open_area_1000m,hdb_blocks_1000m,rc_ratio_1000m,res_area_1500m,com_area_1500m,mixed_area_1500m,inst_area_1500m,open_area_1500m,hdb_blocks_1500m,rc_ratio_1500m,neighborhood_type,dominant_landuse_1000m,landuse_diversity_1000m,win_rate_hdb_1000m
Sheng Siong Tampines Avenue 9,521602,Authorised Retailer,0,7,7,matched,1.36113645824177,103.937425593435,602A TAMPINES AVENUE 9 TAMPINES GREENRIDGES SINGAPORE 521602,TAMPINES,EAST REGION,OK,484899,6021,0,85600,76979,114,0.9877,1309791,314664,23836,230648,327765,297,0.8019,2843911,1339092,108986,489837,519473,502,0.6753,residential,residential,5,0.023569
Sheng Siong Senja Close,670643,Authorised Retailer,0,2,2,matched,1.38790584193931,103.763017336135,643 SENJA CLOSE SENJA VALLEY SINGAPORE 670643,BUKIT PANJANG,WEST REGION,OK,338674,3916,12466,73748,39229,94,0.9714,1173518,15415,40980,147450,115984,240,0.9708,2112182,325447,125943,393992,361815,430,0.8485,residential,residential,5,0.008333
Sheng Siong Jalan Berseh,209037,Authorised Retailer,0,9,9,matched,1.30778509510261,103.857010982845,1 JALAN BERSEH SINGAPORE 209037,ROCHOR,CENTRAL REGION,OK,200795,203744,17909,53886,67586,35,0.4965,817232,737202,155224,205924,130425,114,0.5234,1598746,1465110,207819,481032,396930,191,0.5204,mixed,residential,5,0.078947
Sheng Siong Clementi Avenue 6,121209,Authorised Retailer,0,1,1,matched,1.32220922708728,103.76364056113,209A CLEMENTI AVENUE 6 CLEMENTI NORTHARC SINGAPORE 121209,CLEMENTI,WEST REGION,OK,306300,79225,5397,30871,17367,46,0.7904,1679972,138702,40198,96724,70402,124,0.9146,3442623,306355,151120,173881,239481,201,0.9021,residential,residential,5,0.008065
Sheng Siong Canberra Street,750105,Authorised Retailer,0,4,4,matched,1.44885564679911,103.832409172149,105 CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 750105,SEMBAWANG,NORTH REGION,OK,312941,0,0,73723,12306,68,1.0,1850849,215053,28599,89319,176959,128,0.8905,2989654,407478,70829,191266,396933,247,0.8723,residential,residential,5,0.03125
Shell Station Tuas South Avenue 5,637365,Authorised Retailer,0,4,4,matched,1.28941779146838,103.625751502111,121 TUAS SOUTH AVENUE 5 SINGAPORE 637365,TUAS,WEST REGION,OK,0,445616,0,4011,0,0,0.0,0,1983181,0,4011,0,0,0.0,0,4007506,0,4011,0,0,0.0,commercial,commercial,2,0.0
Seng Yeok Chan Agency,560338,Authorised Retailer,0,29,29,matched,1.36361671434232,103.848748276065,338 ANG MO KIO AVENUE 1 SUNSHINE PARK PRESCHOOL LIMITED LIABILITY PARTNERSHIP SINGAPORE 560338,ANG MO KIO,NORTH-EAST REGION,OK,357723,0,31067,20791,344621,58,0.96,1495794,184177,235311,201524,541402,295,0.8424,3101828,418741,291618,545035,913794,463,0.8519,residential,residential,5,0.098305
Rangoon Betting Centre - Lottery Lobby (Public),210677,Betting Centre,0,6,6,matched,1.31252896906352,103.855137853723,677 RANGOON ROAD SINGAPORE 210677,KALLANG,CENTRAL REGION,OK,294353,136148,2995,33255,32769,20,0.6825,1211116,468901,49232,247962,154716,132,0.7146,2281802,1179582,212711,629417,343618,253,0.65,residential,residential,5,0.045455
Prime Century Square,529509,,0,15,15,scraped,1.35236829566862,103.943812302253,2 TAMPINES CENTRAL 5 CENTURY SQUARE SINGAPORE 529509,TAMPINES,EAST REGION,OK,294345,169877,35313,38160,116828,62,0.6246,1562713,169877,87048,292128,312584,314,0.8827,3572521,347428,251320,788656,570589,754,0.8866,residential,residential,5,0.047771
Prime Bidadari,340106,,0,1,1,scraped,1.33369947750043,103.870796085779,106 BIDADARI PARK DRIVE ALKAFF VISTA SINGAPORE 340106,TOA PAYOH,CENTRAL REGION,OK,446017,0,36968,94653,17210,56,0.9617,1020296,294941,64690,372109,150028,123,0.7628,2895880,924346,70513,799691,252655,292,0.7534,residential,residential,5,0.00813
Poon Long Heng,760716,,0,2,2,scraped,1.42621096565013,103.827704108295,716 YISHUN STREET 71 AAVC-ANIMAL & AVIAN VETERINARY CLINIC SINGAPORE 760716,YISHUN,NORTH REGION,OK,429075,2044,0,100883,7906,36,0.9953,922721,8839,91239,156160,131245,170,0.9468,2500977,58961,209733,379100,314986,336,0.9408,residential,residential,5,0.011765
NTUC FP Punggol Walk,823308,,0,7,7,scraped,1.40800694944027,103.899074357998,308C PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 823308,PUNGGOL,NORTH-EAST REGION,OK,330587,0,29989,60033,73098,73,0.9584,961086,7990,73668,316092,316832,237,0.957,2003557,149255,73668,872255,505496,502,0.9164,residential,residential,5,0.029536
NTUC FairPrice The Woodgrove,739065,Authorised Retailer (FairPrice),0,17,17,matched,1.42898765704375,103.780916973423,30 WOODLANDS AVENUE 1 THE WOODGROVE SINGAPORE 739065,WOODLANDS,NORTH REGION,OK,460461,0,10000,45578,75855,42,0.9894,1247779,75806,51197,358365,228141,195,0.9262,2266829,198670,66387,521489,3299730,364,0.9084,residential,residential,5,0.087179
NTUC FairPrice Tampines North Drive 2,520633,Authorised Retailer (FairPrice),0,1,1,matched,1.36551980812276,103.941330282181,633 TAMPINES NORTH DRIVE 2 TAMPINES GREENCOURT SINGAPORE 520633,TAMPINES,EAST REGION,OK,436667,0,23836,41756,177547,71,0.9741,1378500,80872,23836,159568,328018,230,0.9374,2837818,819548,127651,465006,480757,621,0.7666,residential,residential,5,0.004348
NTUC FairPrice Sengkang East Drive,542170,Authorised Retailer (FairPrice),0,1,1,matched,1.38671838587829,103.909029340508,170B SENGKANG EAST DRIVE RIVERVALE SHORES SINGAPORE 542170,SENGKANG,NORTH-EAST REGION,OK,308230,0,0,6739,46472,79,1.0,1010874,639684,37888,161578,151075,252,0.6099,2495583,1785241,64480,341070,248365,566,0.5817,mixed,residential,5,0.003968
NTUC FairPrice Killiney Road,239571,Authorised Retailer (FairPrice),0,19,19,matched,1.29731616717126,103.838541255824,131 KILLINEY ROAD CGH BUILDING SINGAPORE 239571,RIVER VALLEY,CENTRAL REGION,OK,466036,88325,28357,28918,3770,0,0.8241,1070841,383096,154023,496584,292203,2,0.7139,2376194,931287,256456,894400,518244,81,0.7027,mixed,residential,5,9.5
NTUC FairPrice Greenridge Shopping Centre,671524,Authorised Retailer (FairPrice),0,1,1,matched,1.38529556252963,103.766170532051,524A JELAPANG ROAD AMAZING STAR MONTESSORI HOUSE (GREENRIDGE) SINGAPORE 671524,BUKIT PANJANG,WEST REGION,OK,414630,0,12466,66808,61272,117,0.9854,1409602,15415,86719,193601,165518,346,0.9611,2508190,18647,117139,350035,434183,459,0.9708,residential,residential,5,0.00289
Majestic Betting Centre - Lottery Lobby (Public),059810,Betting Centre,0,6,6,matched,1.28471077015851,103.843197416212,80 EU TONG SEN STREET THE MAJESTIC SINGAPORE 059810,OUTRAM,CENTRAL REGION,OK,70387,203661,86285,49501,93916,23,0.3151,345030,796781,162349,266438,264520,57,0.3268,1180428,1271316,198918,693773,801578,168,0.4829,commercial,commercial,5,0.105263
Lee Wah TV & Electric Co,389561,,0,14,14,scraped,1.31431455112293,103.887423323191,623A GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389561,GEYLANG,CENTRAL REGION,OK,523988,48938,5917,36712,6770,25,0.9103,1466061,462618,27553,159701,65284,129,0.7565,2942715,960236,74097,454051,247386,253,0.7492,residential,residential,5,0.108527
Keppel Credit Union Co-operative Ltd,150001,,0,7,7,scraped,1.28645354030174,103.808242400418,1 JALAN BUKIT MERAH BRICKWORKS ESTATE SINGAPORE 150001,BUKIT MERAH,CENTRAL REGION,OK,251391,255387,47452,44951,94184,37,0.4964,1023906,496899,64804,313172,503269,170,0.6662,2850193,667647,137298,548386,814152,358,0.7986,residential,residential,5,0.041176
Jurong East Betting Centre - Lottery Lobby (Public),600352,Authorised Retailer,0,2,2,matched,1.34492289474517,103.730400848037,352 JURONG EAST STREET 31 YUHUA PLACE SINGAPORE 600352,JURONG EAST,WEST REGION,OK,363418,0,43091,65516,225945,41,0.947,899033,0,128848,206545,556787,143,0.9373,2854151,4879,181715,608707,1412485,446,0.9685,residential,residential,4,0.013986
Hao Mart Westgate,608532,,0,1,1,scraped,1.33402529481694,103.742586014944,3 GATEWAY DRIVE MY FIRST SKOOL SINGAPORE 608532,JURONG EAST,WEST REGION,OK,60109,122686,55941,63528,21358,16,0.3689,727605,573688,55941,132570,99902,108,0.5567,1323117,1262513,127253,218262,674561,220,0.5112,mixed,residential,5,0.009259
Hao Mart Punggol Walk,823308,,0,4,4,scraped,1.40800694944027,103.899074357998,308C PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 823308,PUNGGOL,NORTH-EAST REGION,OK,330587,0,29989,60033,73098,73,0.9584,961086,7990,73668,316092,316832,237,0.957,2003557,149255,73668,872255,505496,502,0.9164,residential,residential,5,0.016878
Giant Tanjong Katong,400845,,0,2,2,scraped,1.31639445681762,103.894359081999,845 GEYLANG ROAD TANJONG KATONG COMPLEX SINGAPORE 400845,GEYLANG,CENTRAL REGION,OK,187195,211490,66487,30357,15080,25,0.4739,1174352,422184,70685,182782,58873,83,0.7256,3402165,911369,72937,448666,118303,278,0.7839,residential,residential,5,0.024096
Giant Plantation Plaza,690127,Authorised Retailer,0,2,2,matched,1.35759319436135,103.734174851203,127 PLANTATION CRESCENT PLANTATION PLAZA SINGAPORE 690127,TENGAH,WEST REGION,OK,432120,0,65989,26977,84126,126,0.9338,1355713,0,264697,353587,217952,259,0.9183,2862839,159095,432153,697679,1028664,452,0.8914,residential,residential,4,0.007722
Geylang International FC,469642,,0,2,2,scraped,1.32609868101702,103.93881875464,1 BEDOK NORTH STREET 2 BEDOK STADIUM SINGAPORE 469642,BEDOK,EAST REGION,OK,468317,0,30407,18402,46147,79,0.9695,1979016,31464,184934,217978,167749,238,0.9435,3785669,526539,282407,452288,283718,373,0.8547,residential,residential,5,0.008403
Fortune Supermarket Sembawang Drive,750463,Authorised Retailer,0,1,1,matched,1.45551208632599,103.814540285666,463 SEMBAWANG DRIVE SEMBAWANG RIVERLODGE SINGAPORE 750463,SEMBAWANG,NORTH REGION,OK,484752,87606,7381,106220,33490,61,0.8425,1156417,954120,15945,165023,72418,167,0.5476,1625471,2161858,15945,260350,246081,279,0.4295,mixed,residential,5,0.005988
Food Republic i12 Katong,428802,,0,2,2,scraped,1.30520653617341,103.905046110228,112 EAST COAST ROAD 112 KATONG SINGAPORE 428802,MARINE PARADE,CENTRAL REGION,OK,444975,150844,28577,39649,25971,18,0.7355,1630893,178844,31877,138527,383462,49,0.8942,3255849,226927,55753,334045,477362,99,0.928,residential,residential,5,0.040816
Cold Storage Aperia Mall,339511,Authorised Retailer,0,2,2,matched,1.3097112065077,103.864326436447,12 KALLANG AVENUE APERIA SINGAPORE 339511,KALLANG,CENTRAL REGION,OK,100370,262996,42055,30122,89751,16,0.2994,563280,843898,73359,112613,197855,100,0.4052,1623714,1253671,121857,291674,801694,236,0.5617,mixed,commercial,5,0.02
Choice Decor Co-Operative Society Ltd,570022,,0,18,18,scraped,1.3572844410824,103.839396679952,22 SIN MING ROAD SINGAPORE 570022,BISHAN,CENTRAL REGION,OK,266111,223158,0,65097,24678,32,0.5439,1475642,367086,48726,306913,243444,145,0.793,2790505,531719,97203,662198,710969,301,0.8303,residential,residential,5,0.124138
China Square Betting Centre - Level 2,048441,,0,1,1,scraped,1.28286636225753,103.849289233227,51 TELOK AYER STREET CHINA SQUARE FOOD CENTRE SINGAPORE 048441,DOWNTOWN CORE,CENTRAL REGION,OK,17995,328196,20798,15001,55716,8,0.0774,72696,795207,103600,144542,341082,24,0.1281,407991,1135336,185929,464953,808585,73,0.2897,commercial,commercial,5,0.041667
Cheers Northshore Plaza II,820418,Authorised Retailer,0,6,6,matched,1.41796176594116,103.901323351032,418 NORTHSHORE DRIVE NORTHSHORE PLAZA II SINGAPORE 820418,PUNGGOL,NORTH-EAST REGION,OK,214554,10654,0,21574,41054,51,0.9527,465414,53497,0,427363,162704,94,0.8969,870033,617047,73668,612727,402780,172,0.581,residential,residential,4,0.06383
Cheers Maude Rd,208358,,0,2,2,scraped,1.30830240671003,103.857735757768,87 MAUDE ROAD DESKER ROAD CONSERVATION AREA SINGAPORE 208358,KALLANG,CENTRAL REGION,OK,223188,185239,20642,57847,58284,38,0.5442,778149,786788,153316,197640,153507,120,0.4975,1638766,1342474,211905,458526,389106,209,0.5464,mixed,commercial,5,0.016667
Bukit Merah Betting Centre,150169,Betting Centre,0,1,1,matched,1.28331722010432,103.818863104657,169 JALAN BUKIT MERAH CONNECTION ONE SINGAPORE 150169,BUKIT MERAH,CENTRAL REGION,OK,158103,156103,63674,96689,47896,47,0.5026,1201379,277342,89893,294866,210580,205,0.7945,2890938,621731,134472,574611,1434161,469,0.8111,residential,residential,5,0.004878
Bedok Betting Centre - Lottery Lobby (Public),460215,Betting Centre,0,4,4,matched,1.32607594879214,103.933497473796,215 BEDOK NORTH STREET 1 SINGAPORE 460215,BEDOK,EAST REGION,OK,457952,32867,118031,19897,79481,82,0.8491,1691020,289446,265515,233145,157307,271,0.812,4016634,475015,344552,452709,355501,432,0.8662,residential,residential,5,0.01476
ACE Signature Geylang Road,389409,Authorised Retailer,0,2,2,matched,1.31318416956181,103.883694389395,450 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389409,GEYLANG,CENTRAL REGION,OK,378660,131081,3412,54095,14008,22,0.7412,1420605,402161,9329,223349,170529,125,0.7779,2893819,1019589,29514,422499,659619,247,0.7377,residential,residential,5,0.016
7-Eleven Store Tai Thong Crescent,347857,,0,6,6,scraped,1.32908239719806,103.869753021979,27 TAI THONG CRESCENT SENNETT ESTATE SINGAPORE 347857,TOA PAYOH,CENTRAL REGION,OK,250108,102215,39249,115523,4219,4,0.6888,1217231,467552,45071,340279,86627,139,0.7167,2907445,927013,75999,859638,274862,343,0.7532,residential,residential,5,0.043165
7-Eleven Store Esplanade MRT Station,189562,Authorised Retailer (7-Eleven),0,11,11,matched,1.2936577245386,103.855081226245,90 BRAS BASAH ROAD ESPLANADE MRT STATION (CC3) SINGAPORE 189562,DOWNTOWN CORE,CENTRAL REGION,OK,9875,402233,20832,62970,149784,3,0.0469,27497,835947,92578,332822,447194,13,0.0772,421281,1435152,237575,464160,846259,54,0.2579,commercial,commercial,5,0.846154
7-Eleven Store Bedok Road,469539,,0,3,3,scraped,1.33144709315919,103.947134707266,351 BEDOK ROAD SINGAPORE 469539,BEDOK,EAST REGION,OK,384438,71984,16892,15969,29596,0,0.8301,1191653,391989,54033,218126,64385,59,0.7441,3209128,1023551,88875,492935,206688,238,0.7529,residential,residential,5,0.050847
7-Eleven Kim Tian,169247,,0,1,1,scraped,1.28508532760398,103.82928949121,8 KIM TIAN ROAD KAI FOOK MANSION SINGAPORE 169247,BUKIT MERAH,CENTRAL REGION,OK,528434,24632,5392,43796,9688,152,0.9511,1402044,270426,83502,334768,82652,270,0.8222,3178854,469163,184788,710541,340797,399,0.8535,residential,residential,5,0.003704
212 SingPost Centre/ 10 Eunos Road 8 #B1-101 to 107 NTUC FairPrice SingPost Cent,408600,Authorised Retailer (FairPrice),0,0,0,gra_only,1.31893132637472,103.894482925602,10 EUNOS ROAD 8 GENERAL POST OFFICE SINGAPORE 408600,GEYLANG,CENTRAL REGION,OK,76273,216657,41460,21544,15529,15,0.2901,987801,617104,70685,128829,55817,112,0.6106,3304025,1109604,71252,404864,122069,309,0.7446,mixed,residential,5,0.0
254 11 Bukit Batok West Avenue 3 Shell Station Bukit Batok West Avenue 3 659166,659166,Authorised Retailer,0,0,0,gra_only,1.35022742637166,103.738433107817,11 BUKIT BATOK WEST AVENUE 3 SHELL BUKIT BATOK ROAD SINGAPORE 659166,BUKIT BATOK,WEST REGION,OK,209249,0,0,162780,49438,32,1.0,1723969,0,137617,340350,209013,309,0.963,3355628,103824,253409,562006,871784,622,0.9379,residential,residential,4,0.0
291 33 Jalan Buroh Smart Energy Jalan Buroh 619487,619487,Authorised Retailer,0,0,0,gra_only,1.31479672339923,103.71490670103,33 JALAN BUROH SMART ENERGY JALAN BUROH SINGAPORE 619487,BOON LAY,WEST REGION,OK,0,492049,0,0,0,0,0.0,0,1700003,0,0,369713,0,0.0,0,3855758,0,17801,370279,0,0.0,commercial,commercial,2,0.0
292 50 Old Toh Tuck Road Cnergy Old Toh Tuck Road 597657,597657,Authorised Retailer,0,0,0,gra_only,1.33414944334068,103.758794815698,50 OLD TOH TUCK ROAD CNERGY CNG STATION SINGAPORE 597657,CLEMENTI,WEST REGION,OK,2092,155662,0,0,0,0,0.0133,337947,650145,0,93423,74979,0,0.342,1610791,1339562,3814,223784,152897,81,0.5459,commercial,commercial,4,0.0
